agent_id,time,agent_type,origin_1,destination_1,waiting_time_1,destination_2,waiting_time_2
1100,8:49:58,41221202,NU0190,ND0026,72,ND0002,72
1820,8:50:04,71221202,NF0159,ND0005,72,ND0002,72
1168,8:50:05,62221202,NU0190,ND0003,72,ND0020,72
1910,8:50:06,F2965022,NF0159,ND0013,72,ND0010,72
585,8:50:10,81228201,NU0253,ND0011,0,None,0
1026,8:50:11,81221201,NU0100,ND0027,0,None,0
1857,8:50:12,82221202,NF0159,ND0007,72,ND0025,72
1888,8:50:20,722F1102,NF0159,ND0009,72,ND0024,72
1214,8:50:27,82222202,NU0190,ND0001,72,ND0017,72
1155,8:50:34,81221202,NU0190,ND0007,72,ND0014,72
640,8:50:36,B1521201,NU0253,ND0019,0,None,0
3559,8:50:42,82224202,NF0077,ND0016,72,ND0009,72
625,8:50:46,A2221201,NU0253,ND0018,0,None,0
3562,8:50:51,D2621202,NF0077,ND0015,72,ND0004,72
3040,8:50:54,A1228202,NF0177,ND0022,72,ND0004,72
2997,8:50:56,92221202,NF0177,ND0007,72,ND0001,72
1183,8:50:57,81222202,NU0190,ND0008,72,ND0013,72
2332,8:51:00,41741202,NU0253,ND0002,72,ND0024,72
613,8:51:01,91221201,NU0253,ND0016,0,None,0
2380,8:51:08,82221202,NU0253,ND0022,72,ND0002,72
1162,8:51:10,52221202,NU0190,ND0024,72,ND0024,72
1180,8:51:11,62223202,NU0190,ND0001,72,ND0009,72
0,8:51:14,41228201,NU0190,ND0001,0,None,0
1109,8:51:22,A1221202,NU0190,ND0002,72,ND0021,72
1164,8:51:23,41221202,NU0190,ND0015,72,ND0010,72
1282,8:51:27,62424202,NU0190,ND0008,72,ND0004,72
1099,8:51:29,71221202,NU0190,ND0020,72,ND0025,72
601,8:51:34,D1628201,NU0253,ND0014,0,None,0
3437,8:51:41,A2164022,NU0100,ND0008,72,ND0013,72
573,8:51:42,62221201,NU0253,ND0007,0,None,0
1111,8:51:42,92221202,NU0190,ND0024,72,ND0018,72
2485,8:51:43,A1521202,NU0253,ND0016,72,ND0016,72
824,8:51:47,51221201,NU0253,ND0027,0,None,0
3032,8:51:47,82221202,NF0177,ND0013,72,ND0010,72
89,8:51:54,A2221201,NU0190,ND0019,0,None,0
1845,8:51:56,71222202,NF0159,ND0004,72,ND0008,72
1893,8:52:01,61221202,NF0159,ND0018,72,ND0011,72
2988,8:52:01,71222202,NF0177,ND0007,72,ND0008,72
813,8:52:12,D1222201,NU0253,ND0026,0,None,0
1177,8:52:12,42741202,NU0190,ND0022,72,ND0013,72
2467,8:52:15,51224202,NU0253,ND0012,72,ND0002,72
3579,8:52:23,91221202,NF0077,ND0002,72,ND0014,72
551,8:52:30,71221201,NU0253,ND0001,0,None,0
3041,8:52:31,A2221202,NF0177,ND0021,72,ND0022,72
1934,8:52:45,72221202,NF0159,ND0003,72,ND0013,72
1218,8:52:48,621D2202,NU0190,ND0013,72,ND0021,72
1241,8:52:58,71221202,NU0190,ND0024,72,ND0018,72
1267,8:53:17,C2128202,NU0190,ND0010,72,ND0024,72
1779,8:53:22,B2222202,NF0159,ND0014,72,ND0009,72
19,8:53:23,82321201,NU0190,ND0008,0,None,0
1012,8:53:23,71222201,NU0100,ND0010,0,None,0
2420,8:53:23,G1961022,NU0253,ND0015,72,ND0014,72
1151,8:53:31,82421202,NU0190,ND0012,72,ND0013,72
1158,8:53:32,F29B1012,NU0190,ND0010,72,ND0027,72
1237,8:53:32,62222202,NU0190,ND0027,72,ND0022,72
2436,8:53:38,61221202,NU0253,ND0005,72,ND0021,72
1130,8:53:48,A1221202,NU0190,ND0016,72,ND0025,72
3315,8:53:48,912D2202,NU0091,ND0015,72,ND0018,72
2464,8:53:49,81221202,NU0253,ND0003,72,ND0009,72
1866,8:53:55,614I5322,NF0159,ND0021,72,ND0015,72
1268,8:53:59,52321202,NU0190,ND0027,72,ND0011,72
2389,8:54:02,51621202,NU0253,ND0002,72,ND0002,72
2465,8:54:04,72223202,NU0253,ND0020,72,ND0016,72
1175,8:54:08,C2121202,NU0190,ND0001,72,ND0025,72
2320,8:54:08,812C1202,NU0253,ND0014,72,ND0016,72
3046,8:54:09,F1222202,NF0177,ND0018,72,ND0007,72
2401,8:54:16,82122202,NU0253,ND0010,72,ND0014,72
441,8:54:18,62321201,NF0159,ND0025,0,None,0
1791,8:54:24,61221202,NF0159,ND0014,72,ND0013,72
1823,8:54:25,62131202,NF0159,ND0001,72,ND0003,72
3027,8:54:31,51228202,NF0177,ND0001,72,ND0027,72
158,8:54:33,52221201,NU0190,ND0025,0,None,0
1931,8:54:40,A1228202,NF0159,ND0021,72,ND0025,72
1149,8:54:45,92221202,NU0190,ND0010,72,ND0022,72
423,8:54:48,91221201,NF0159,ND0020,0,None,0
2411,8:54:50,B2321202,NU0253,ND0016,72,ND0025,72
3051,8:54:52,42221202,NF0177,ND0007,72,ND0015,72
1925,8:54:56,B1521202,NF0159,ND0024,72,ND0014,72
2499,8:54:57,41221202,NU0253,ND0001,72,ND0001,72
143,8:55:03,B1421201,NU0190,ND0024,0,None,0
492,8:55:08,51221201,NF0159,ND0027,0,None,0
3014,8:55:08,62428202,NF0177,ND0010,72,ND0005,72
2493,8:55:15,C2421202,NU0253,ND0008,72,ND0027,72
1812,8:55:19,42222202,NF0159,ND0014,72,ND0026,72
2310,8:55:19,12741202,NU0253,ND0018,72,ND0016,72
3566,8:55:23,51221202,NF0077,ND0013,72,ND0024,72
155,8:55:25,B1222201,NU0190,ND0025,0,None,0
1899,8:55:28,C1521202,NF0159,ND0027,72,ND0005,72
2478,8:55:34,92221202,NU0253,ND0024,72,ND0018,72
3059,8:55:36,42221202,NF0177,ND0027,72,ND0022,72
2526,8:55:37,A1222202,NU0253,ND0001,72,ND0020,72
359,8:55:41,92221201,NF0159,ND0013,0,None,0
2328,8:55:42,81531202,NU0253,ND0001,72,ND0004,72
1150,8:55:43,92264022,NU0190,ND0002,72,ND0027,72
1296,8:55:45,B1261022,NU0190,ND0022,72,ND0011,72
1147,8:55:46,62222202,NU0190,ND0016,72,ND0016,72
1785,8:55:48,A2321202,NF0159,ND0009,72,ND0025,72
1928,8:55:49,A1222202,NF0159,ND0017,72,ND0027,72
1245,8:55:50,51222202,NU0190,ND0016,72,ND0024,72
2341,8:55:54,C2321202,NU0253,ND0001,72,ND0009,72
3327,8:55:55,82232202,NU0091,ND0014,72,ND0009,72
163,8:56:03,B1228201,NU0190,ND0025,0,None,0
688,8:56:03,91221201,NU0253,ND0021,0,None,0
1020,8:56:07,81221201,NU0100,ND0017,0,None,0
902,8:56:08,61221201,NF0177,ND0019,0,None,0
1153,8:56:14,61121202,NU0190,ND0018,72,ND0021,72
1189,8:56:16,72321202,NU0190,ND0009,72,ND0012,72
3461,8:56:19,62221202,NU0100,ND0010,72,ND0013,72
3580,8:56:21,61221202,NF0077,ND0005,72,ND0007,72
1819,8:56:22,61221202,NF0159,ND0024,72,ND0009,72
1125,8:56:24,61221202,NU0190,ND0001,72,ND0014,72
1120,8:56:27,52221202,NU0190,ND0024,72,ND0009,72
1275,8:56:29,71222202,NU0190,ND0010,72,ND0027,72
3444,8:56:29,91222202,NU0100,ND0009,72,ND0015,72
2484,8:56:30,B2221202,NU0253,ND0024,72,ND0026,72
2377,8:56:33,81621202,NU0253,ND0018,72,ND0026,72
3303,8:56:39,71222202,NU0091,ND0003,72,ND0022,72
2319,8:56:41,A2222202,NU0253,ND0011,72,ND0026,72
1011,8:56:46,C1221201,NU0091,ND0027,0,None,0
1093,8:56:47,41221202,NU0190,ND0001,72,ND0013,72
394,8:56:49,A1228201,NF0159,ND0019,0,None,0
1902,8:56:50,41421202,NF0159,ND0018,72,ND0026,72
3558,8:56:53,72228202,NF0077,ND0002,72,ND0004,72
599,8:56:58,61221201,NU0253,ND0013,0,None,0
2525,8:57:03,91222202,NU0253,ND0027,72,ND0007,72
1889,8:57:06,51222202,NF0159,ND0027,72,ND0010,72
347,8:57:07,71228201,NF0159,ND0008,0,None,0
695,8:57:07,B28B1011,NU0253,ND0022,0,None,0
2372,8:57:10,91222202,NU0253,ND0013,72,ND0002,72
3334,8:57:11,91222202,NU0091,ND0021,72,ND0024,72
164,8:57:14,71221201,NU0190,ND0025,0,None,0
1860,8:57:14,61221202,NF0159,ND0002,72,ND0010,72
2352,8:57:20,A1221202,NU0253,ND0005,72,ND0020,72
2438,8:57:20,41221202,NU0253,ND0010,72,ND0008,72
1805,8:57:30,51222202,NF0159,ND0010,72,ND0016,72
1814,8:57:32,91221202,NF0159,ND0027,72,ND0016,72
2511,8:57:34,D2966022,NU0253,ND0004,72,ND0008,72
12,8:57:42,51221201,NU0190,ND0005,0,None,0
358,8:57:43,61221201,NF0159,ND0012,0,None,0
711,8:57:49,A1221201,NU0253,ND0024,0,None,0
1280,8:57:50,D2961022,NU0190,ND0016,72,ND0002,72
1240,8:57:51,91321202,NU0190,ND0025,72,ND0020,72
2415,8:57:51,71221202,NU0253,ND0025,72,ND0007,72
2416,8:57:56,91228202,NU0253,ND0026,72,ND0001,72
1920,8:58:00,71221202,NF0159,ND0003,72,ND0021,72
1285,8:58:04,F2322202,NU0190,ND0010,72,ND0002,72
1161,8:58:12,A2221202,NU0190,ND0008,72,ND0002,72
680,8:58:13,72522201,NU0253,ND0020,0,None,0
1138,8:58:14,72221202,NU0190,ND0004,72,ND0011,72
2334,8:58:15,82221202,NU0253,ND0001,72,ND0015,72
1247,8:58:19,C2224202,NU0190,ND0026,72,ND0025,72
2403,8:58:23,91222202,NU0253,ND0015,72,ND0017,72
971,8:58:24,822B1011,NF0177,ND0027,0,None,0
3452,8:58:35,51221202,NU0100,ND0008,72,ND0018,72
1205,8:58:56,71221202,NU0190,ND0024,72,ND0015,72
1107,8:58:57,81221202,NU0190,ND0020,72,ND0027,72
3442,8:59:13,61221202,NU0100,ND0004,72,ND0027,72
391,8:59:19,62221201,NF0159,ND0019,0,None,0
3089,8:59:25,A2321202,NF0177,ND0017,72,ND0002,72
1195,8:59:27,61221202,NU0190,ND0011,72,ND0013,72
1869,8:59:27,81223202,NF0159,ND0010,72,ND0011,72
2447,8:59:27,41741202,NU0253,ND0010,72,ND0007,72
2455,8:59:30,A1228202,NU0253,ND0010,72,ND0001,72
1287,8:59:31,71221202,NU0190,ND0014,72,ND0007,72
1293,8:59:32,61222202,NU0190,ND0022,72,ND0004,72
3009,8:59:37,92222202,NF0177,ND0017,72,ND0002,72
569,8:59:38,81221201,NU0253,ND0005,0,None,0
1795,8:59:42,91222202,NF0159,ND0027,72,ND0018,72
1255,8:59:44,51221202,NU0190,ND0002,72,ND0002,72
247,8:59:45,B1221201,NU0190,ND0027,0,None,0
1839,8:59:47,91221202,NF0159,ND0013,72,ND0005,72
1163,8:59:51,52221202,NU0190,ND0007,72,ND0014,72
3575,8:59:59,51228202,NF0077,ND0018,72,ND0002,72
1963,9:00:07,51222202,NF0159,ND0005,72,ND0026,72
262,9:00:11,A1521201,NU0190,ND0027,0,None,0
1959,9:00:12,81228202,NF0159,ND0011,72,ND0015,72
2531,9:00:13,62222202,NU0253,ND0022,72,ND0009,72
3604,9:00:13,71222202,NF0077,ND0018,72,ND0011,72
3596,9:00:16,C21I6322,NF0077,ND0016,72,ND0011,72
2552,9:00:17,41321202,NU0253,ND0018,72,ND0024,72
1343,9:00:29,71221202,NU0190,ND0009,72,ND0008,72
1370,9:00:30,92321202,NU0190,ND0017,72,ND0003,72
1377,9:00:30,81221202,NU0190,ND0014,72,ND0001,72
3351,9:00:51,42221202,NU0091,ND0027,72,ND0010,72
1946,9:01:00,52221202,NF0159,ND0024,72,ND0026,72
3116,9:01:08,62222202,NF0177,ND0021,72,ND0022,72
3106,9:01:25,D1321202,NF0177,ND0018,72,ND0026,72
3129,9:01:27,51221202,NF0177,ND0010,72,ND0025,72
2634,9:01:29,92321202,NU0253,ND0011,72,ND0025,72
1376,9:01:39,51221202,NU0190,ND0025,72,ND0018,72
169,9:01:45,612F1101,NU0190,ND0025,0,None,0
3470,9:01:55,91365022,NU0100,ND0022,72,ND0004,72
91,9:02:02,51221201,NU0190,ND0019,0,None,0
3589,9:02:10,72361022,NF0077,ND0016,72,ND0009,72
1339,9:02:14,71257322,NU0190,ND0002,72,ND0016,72
170,9:02:19,61221201,NU0190,ND0025,0,None,0
838,9:02:20,51221201,NU0253,ND0027,0,None,0
1402,9:02:21,A1221202,NU0190,ND0022,72,ND0025,72
8,9:02:36,I1962021,NU0190,ND0002,0,None,0
2579,9:02:36,B2221202,NU0253,ND0003,72,ND0001,72
2574,9:02:39,81221202,NU0253,ND0003,72,ND0008,72
2545,9:02:46,61323202,NU0253,ND0024,72,ND0025,72
2592,9:02:46,72221202,NU0253,ND0018,72,ND0015,72
3473,9:02:51,61221202,NU0100,ND0018,72,ND0025,72
1375,9:02:54,922D1202,NU0190,ND0016,72,ND0010,72
3538,9:03:13,91121202,NF0179,ND0007,72,ND0020,72
2640,9:03:20,52222202,NU0253,ND0012,72,ND0001,72
1411,9:03:27,51221202,NU0190,ND0018,72,ND0009,72
3602,9:03:30,41741202,NF0077,ND0013,72,ND0025,72
2625,9:03:33,91521202,NU0253,ND0015,72,ND0002,72
3600,9:04:14,81221202,NF0077,ND0008,72,ND0024,72
1951,9:04:18,91266022,NF0159,ND0004,72,ND0009,72
2571,9:04:19,C24F1102,NU0253,ND0018,72,ND0024,72
1413,9:04:24,61962022,NU0190,ND0020,72,ND0009,72
2005,9:04:27,81221202,NF0159,ND0011,72,ND0017,72
3350,9:04:27,92231202,NU0091,ND0014,72,ND0012,72
1389,9:04:28,42231202,NU0190,ND0009,72,ND0025,72
507,9:04:30,82221201,NF0159,ND0027,0,None,0
41,9:04:31,A2267021,NU0190,ND0015,0,None,0
3,9:04:42,A1221201,NU0190,ND0001,0,None,0
2568,9:04:47,71965022,NU0253,ND0009,72,ND0001,72
1418,9:04:52,82221202,NU0190,ND0005,72,ND0027,72
1424,9:05:02,A21F1102,NU0190,ND0025,72,ND0004,72
3094,9:05:06,82221202,NF0177,ND0003,72,ND0024,72
2014,9:05:11,41741202,NF0159,ND0004,72,ND0007,72
380,9:05:12,A1221201,NF0159,ND0018,0,None,0
1965,9:05:20,61222202,NF0159,ND0002,72,ND0021,72
647,9:05:24,81221201,NU0253,ND0019,0,None,0
291,9:05:26,I29A1311,ND0027,NU0190,0,None,0
2530,9:05:26,C2221202,NU0253,ND0020,72,ND0020,72
2560,9:05:36,F1962022,NU0253,ND0020,72,ND0003,72
22,9:05:40,71321201,NU0190,ND0009,0,None,0
3472,9:05:42,F1961022,NU0100,ND0025,72,ND0021,72
1367,9:05:56,51221202,NU0190,ND0027,72,ND0022,72
1372,9:05:56,522B1012,NU0190,ND0011,72,ND0011,72
648,9:06:03,72221201,NU0253,ND0019,0,None,0
2639,9:06:04,D1321202,NU0253,ND0010,72,ND0027,72
3134,9:06:11,71221202,NF0177,ND0009,72,ND0014,72
2578,9:06:18,51228202,NU0253,ND0018,72,ND0017,72
1382,9:06:19,61221202,NU0190,ND0017,72,ND0016,72
1409,9:06:27,C1221202,NU0190,ND0014,72,ND0018,72
974,9:06:31,81221201,NF0177,ND0027,0,None,0
3356,9:06:32,612D1202,NU0091,ND0021,72,ND0024,72
3537,9:06:34,52271212,NF0179,ND0025,72,ND0005,72
259,9:06:39,A22D1201,NU0190,ND0027,0,None,0
1937,9:06:40,52222202,NF0159,ND0003,72,ND0015,72
3103,9:06:40,51221202,NF0177,ND0008,72,ND0016,72
2638,9:06:43,41228202,NU0253,ND0008,72,ND0001,72
3110,9:06:45,A1222202,NF0177,ND0003,72,ND0009,72
2612,9:07:08,B1221202,NU0253,ND0005,72,ND0015,72
1989,9:07:09,72421202,NF0159,ND0020,72,ND0026,72
1357,9:07:11,51222202,NU0190,ND0026,72,ND0025,72
1414,9:07:11,72221202,NU0190,ND0004,72,ND0014,72
608,9:07:29,51228201,NU0253,ND0015,0,None,0
1333,9:07:36,91221202,NU0190,ND0013,72,ND0018,72
1407,9:07:51,42221202,NU0190,ND0008,72,ND0004,72
1990,9:07:51,81222202,NF0159,ND0002,72,ND0027,72
397,9:07:54,91231201,NF0159,ND0019,0,None,0
452,9:07:55,82222201,NF0159,ND0025,0,None,0
2554,9:07:56,71221202,NU0253,ND0001,72,ND0022,72
1326,9:07:58,91222202,NU0190,ND0022,72,ND0004,72
2539,9:07:59,912F1102,NU0253,ND0012,72,ND0016,72
2551,9:08:12,A1121202,NU0253,ND0015,72,ND0022,72
1365,9:08:17,62222202,NU0190,ND0009,72,ND0016,72
1016,9:08:21,F2128201,NU0100,ND0011,0,None,0
1383,9:08:32,41221202,NU0190,ND0012,72,ND0007,72
1992,9:08:37,423D1202,NF0159,ND0015,72,ND0013,72
3354,9:08:40,51222202,NU0091,ND0005,72,ND0013,72
1403,9:09:25,523C1202,NU0190,ND0005,72,ND0024,72
745,9:09:26,62221201,NU0253,ND0025,0,None,0
3594,9:09:30,71228202,NF0077,ND0016,72,ND0008,72
2558,9:09:32,52221202,NU0253,ND0026,72,ND0014,72
67,9:09:42,82222201,NU0190,ND0018,0,None,0
2589,9:09:45,72228202,NU0253,ND0027,72,ND0004,72
95,9:09:48,71321201,NU0190,ND0019,0,None,0
1386,9:09:48,82221202,NU0190,ND0008,72,ND0017,72
1378,9:09:52,61221202,NU0190,ND0011,72,ND0025,72
3603,9:09:58,92221202,NF0077,ND0020,72,ND0005,72
1317,9:10:04,C1421202,NU0190,ND0002,72,ND0010,72
1410,9:10:08,71221202,NU0190,ND0007,72,ND0012,72
510,9:10:18,F1A61021,NF0159,ND0027,0,None,0
3474,9:10:19,71222202,NU0100,ND0007,72,ND0025,72
1961,9:10:23,F21D1202,NF0159,ND0008,72,ND0025,72
1325,9:10:27,72222202,NU0190,ND0009,72,ND0021,72
1321,9:11:21,61226202,NU0190,ND0021,72,ND0001,72
3120,9:11:30,52222202,NF0177,ND0015,72,ND0027,72
2607,9:11:41,82221202,NU0253,ND0017,72,ND0013,72
1319,9:12:02,71222202,NU0190,ND0017,72,ND0001,72
1318,9:12:03,A1221202,NU0190,ND0008,72,ND0015,72
1348,9:12:19,81222202,NU0190,ND0013,72,ND0022,72
2613,9:12:30,F19I2322,NU0253,ND0011,72,ND0004,72
2620,9:12:38,52231202,NU0253,ND0010,72,ND0009,72
395,9:12:39,51221201,NF0159,ND0019,0,None,0
1952,9:12:49,82221202,NF0159,ND0012,72,ND0008,72
3347,9:12:56,81222202,NU0091,ND0026,72,ND0025,72
2608,9:13:04,51222202,NU0253,ND0027,72,ND0007,72
580,9:13:05,41221201,NU0253,ND0009,0,None,0
1405,9:13:22,51222202,NU0190,ND0008,72,ND0011,72
1373,9:13:54,41121202,NU0190,ND0025,72,ND0007,72
3471,9:14:09,52221202,NU0100,ND0016,72,ND0017,72
1415,9:14:24,41741202,NU0190,ND0005,72,ND0013,72
936,9:14:30,71221201,NF0177,ND0025,0,None,0
2550,9:14:34,A2321202,NU0253,ND0012,72,ND0010,72
2637,9:14:48,81221202,NU0253,ND0007,72,ND0024,72
1350,9:14:50,42221202,NU0190,ND0017,72,ND0009,72
1315,9:14:57,822F1102,NU0190,ND0027,72,ND0020,72
370,9:15:14,92221201,NF0159,ND0017,0,None,0
3100,9:15:30,81222202,NF0177,ND0003,72,ND0011,72
3339,9:15:32,C28B1012,NU0091,ND0009,72,ND0025,72
837,9:15:35,92422201,NU0253,ND0027,0,None,0
1368,9:15:50,51221202,NU0190,ND0016,72,ND0011,72
93,9:15:51,52222201,NU0190,ND0019,0,None,0
257,9:15:57,D28J1021,NU0190,ND0027,0,None,0
2011,9:16:04,52421202,NF0159,ND0018,72,ND0004,72
3141,9:16:05,41742202,NF0177,ND0013,72,ND0007,72
1412,9:16:09,C2953322,NU0190,ND0021,72,ND0022,72
1417,9:16:34,41222202,NU0190,ND0018,72,ND0004,72
2000,9:16:44,722D1202,NF0159,ND0007,72,ND0009,72
1324,9:16:47,42748202,NU0190,ND0020,72,ND0011,72
2538,9:16:48,81222202,NU0253,ND0022,72,ND0021,72
2570,9:16:56,71236202,NU0253,ND0020,72,ND0022,72
2611,9:17:11,A1222202,NU0253,ND0007,72,ND0020,72
3140,9:17:21,C1221202,NF0177,ND0012,72,ND0015,72
996,9:17:25,82221201,NU0091,ND0008,0,None,0
906,9:17:26,61221201,NF0177,ND0019,0,None,0
1362,9:17:27,61228202,NU0190,ND0013,72,ND0010,72
14,9:17:37,81121201,NU0190,ND0005,0,None,0
2603,9:17:47,61231202,NU0253,ND0016,72,ND0007,72
1354,9:17:49,A1221202,NU0190,ND0001,72,ND0004,72
750,9:17:54,81221201,NU0253,ND0025,0,None,0
2542,9:17:58,52221202,NU0253,ND0011,72,ND0004,72
3111,9:18:05,51221202,NF0177,ND0021,72,ND0020,72
2559,9:18:10,81222202,NU0253,ND0024,72,ND0013,72
1360,9:18:16,91221202,NU0190,ND0022,72,ND0013,72
3536,9:18:16,C1222202,NF0179,ND0027,72,ND0021,72
2587,9:18:19,82321202,NU0253,ND0004,72,ND0022,72
2009,9:18:33,71228202,NF0159,ND0021,72,ND0013,72
1371,9:18:36,91261022,NU0190,ND0015,72,ND0025,72
1960,9:18:42,71222202,NF0159,ND0005,72,ND0007,72
2596,9:18:43,81222202,NU0253,ND0010,72,ND0009,72
2624,9:18:48,81171212,NU0253,ND0001,72,ND0013,72
2001,9:18:52,71221202,NF0159,ND0009,72,ND0017,72
3113,9:18:55,91221202,NF0177,ND0012,72,ND0018,72
1336,9:19:05,51222202,NU0190,ND0007,72,ND0024,72
748,9:19:09,B1221201,NU0253,ND0025,0,None,0
2528,9:19:13,71228202,NU0253,ND0026,72,ND0024,72
3467,9:19:13,712F2102,NU0100,ND0018,72,ND0010,72
3476,9:19:13,82221202,NU0100,ND0008,72,ND0004,72
3136,9:19:17,92321202,NF0177,ND0014,72,ND0008,72
2629,9:19:27,52221202,NU0253,ND0004,72,ND0014,72
1342,9:19:31,71231202,NU0190,ND0011,72,ND0003,72
740,9:19:32,51222201,NU0253,ND0025,0,None,0
1938,9:19:37,61221202,NF0159,ND0018,72,ND0002,72
1323,9:20:06,82221202,NU0190,ND0008,72,ND0018,72
2597,9:20:28,71221202,NU0253,ND0015,72,ND0003,72
2575,9:20:30,B12F1102,NU0253,ND0010,72,ND0004,72
696,9:20:33,62221201,NU0253,ND0022,0,None,0
2572,9:20:50,A12B1012,NU0253,ND0004,72,ND0024,72
3092,9:21:09,32741202,NF0177,ND0009,72,ND0022,72
840,9:21:13,71228201,NU0253,ND0027,0,None,0
1982,9:21:16,A12D7202,NF0159,ND0025,72,ND0024,72
1374,9:21:33,A1221202,NU0190,ND0003,72,ND0013,72
1404,9:21:34,522F1102,NU0190,ND0021,72,ND0026,72
3469,9:21:50,81221202,NU0100,ND0024,72,ND0007,72
2548,9:21:53,61221202,NU0253,ND0022,72,ND0025,72
2627,9:22:00,71221202,NU0253,ND0020,72,ND0011,72
1392,9:22:13,52221202,NU0190,ND0018,72,ND0018,72
1347,9:22:17,A22D1202,NU0190,ND0011,72,ND0003,72
3115,9:22:26,B1522202,NF0177,ND0001,72,ND0014,72
2003,9:22:35,51221202,NF0159,ND0003,72,ND0014,72
2537,9:22:49,C1221202,NU0253,ND0007,72,ND0027,72
2013,9:22:59,62221202,NF0159,ND0010,72,ND0001,72
2623,9:23:30,82221202,NU0253,ND0003,72,ND0005,72
1384,9:23:44,72221202,NU0190,ND0011,72,ND0024,72
3096,9:23:49,71524202,NF0177,ND0014,72,ND0002,72
1983,9:23:52,722D1202,NF0159,ND0009,72,ND0007,72
1380,9:24:04,71221202,NU0190,ND0015,72,ND0012,72
1943,9:24:11,81321202,NF0159,ND0021,72,ND0005,72
2628,9:24:15,A1222202,NU0253,ND0025,72,ND0012,72
1953,9:24:18,B1221202,NF0159,ND0005,72,ND0021,72
1969,9:24:18,81221202,NF0159,ND0020,72,ND0011,72
174,9:24:21,712G1101,NU0190,ND0025,0,None,0
645,9:24:25,51221201,NU0253,ND0019,0,None,0
1972,9:24:28,81221202,NF0159,ND0003,72,ND0018,72
2569,9:24:32,51221202,NU0253,ND0022,72,ND0010,72
1338,9:24:40,H1A61022,NU0190,ND0007,72,ND0020,72
2641,9:24:43,52221202,NU0253,ND0003,72,ND0002,72
2610,9:24:46,81122202,NU0253,ND0005,72,ND0014,72
617,9:24:52,72221201,NU0253,ND0017,0,None,0
1995,9:25:07,C2661022,NF0159,ND0024,72,ND0020,72
1399,9:25:08,72121202,NU0190,ND0005,72,ND0001,72
835,9:25:11,72231201,NU0253,ND0027,0,None,0
2619,9:25:29,32742202,NU0253,ND0011,72,ND0021,72
3599,9:25:29,42221202,NF0077,ND0007,72,ND0021,72
3114,9:25:32,91322202,NF0177,ND0010,72,ND0005,72
1406,9:25:34,62222202,NU0190,ND0018,72,ND0021,72
94,9:25:36,72221201,NU0190,ND0019,0,None,0
2588,9:25:46,A1234202,NU0253,ND0010,72,ND0011,72
1353,9:25:51,C1221202,NU0190,ND0024,72,ND0001,72
3117,9:25:57,C1321202,NF0177,ND0002,72,ND0016,72
1346,9:26:15,51228202,NU0190,ND0022,72,ND0021,72
1950,9:26:15,61221202,NF0159,ND0027,72,ND0005,72
3101,9:26:16,71221202,NF0177,ND0010,72,ND0027,72
3535,9:26:19,712D1202,NF0179,ND0027,72,ND0024,72
2012,9:26:24,D2422202,NF0159,ND0015,72,ND0016,72
56,9:26:37,91321201,NU0190,ND0017,0,None,0
972,9:26:44,61322201,NF0177,ND0027,0,None,0
1327,9:26:52,B2121202,NU0190,ND0010,72,ND0002,72
554,9:26:55,52221201,NU0253,ND0001,0,None,0
2544,9:26:55,82222202,NU0253,ND0014,72,ND0026,72
2617,9:27:05,91224202,NU0253,ND0002,72,ND0010,72
1958,9:27:06,I1966022,NF0159,ND0005,72,ND0007,72
1416,9:27:07,81222202,NU0190,ND0008,72,ND0003,72
224,9:27:09,B2121201,NU0190,ND0026,0,None,0
260,9:27:13,712D1201,NU0190,ND0027,0,None,0
1335,9:27:16,71222202,NU0190,ND0016,72,ND0026,72
2618,9:27:34,82221202,NU0253,ND0004,72,ND0004,72
2593,9:27:38,B2422202,NU0253,ND0027,72,ND0012,72
1394,9:27:55,C19I2322,NU0190,ND0013,72,ND0013,72
2605,9:28:19,A2321202,NU0253,ND0013,72,ND0010,72
1988,9:28:23,81231202,NF0159,ND0008,72,ND0027,72
2006,9:28:26,51222202,NF0159,ND0010,72,ND0011,72
2529,9:28:27,B1321202,NU0253,ND0013,72,ND0003,72
29,9:28:33,42741201,NU0190,ND0011,0,None,0
3105,9:28:38,B2421202,NF0177,ND0026,72,ND0013,72
1381,9:28:42,41741202,NU0190,ND0016,72,ND0022,72
2636,9:28:50,51228202,NU0253,ND0024,72,ND0009,72
3465,9:28:52,42221202,NU0100,ND0014,72,ND0003,72
3121,9:29:07,61221202,NF0177,ND0026,72,ND0021,72
3342,9:29:53,52221202,NU0091,ND0018,72,ND0004,72
3097,9:29:56,41228202,NF0177,ND0012,72,ND0022,72
1358,9:30:04,62222202,NU0190,ND0009,72,ND0007,72
1966,9:30:09,51221202,NF0159,ND0017,72,ND0024,72
746,9:30:20,812I3321,NU0253,ND0025,0,None,0
1956,9:30:22,72221202,NF0159,ND0025,72,ND0020,72
1331,9:30:41,51222202,NU0190,ND0010,72,ND0017,72
1973,9:30:43,61221202,NF0159,ND0001,72,ND0021,72
2010,9:30:43,C2961022,NF0159,ND0007,72,ND0021,72
3093,9:30:44,B1521202,NF0177,ND0004,72,ND0008,72
1942,9:30:59,422F1102,NF0159,ND0002,72,ND0009,72
2563,9:31:14,51221202,NU0253,ND0016,72,ND0012,72
171,9:31:20,51321201,NU0190,ND0025,0,None,0
